S.No.,Affiliation No.,State,Name,Head,Status,Affiliated upto,Address,Phone No.,Email
3098,2756077,DELHI,govt boys sr sec school no 2,RAGHUBIR SINGH,Senior Secondary,31/03/2018,"khayala new delhi ,110018","011 ,25980579",khyalagbsssno2@gmail.com
3099,2752056,DELHI,GOVT BOYS SR SEC SCHOOL NO 2,SANJEEV KUMAR,Senior Secondary,31/03/2019,"MANSAROVAR PARK SHAHDARA DELHI ,110032","011 ,22588428",sanjeevbaliyan81@gmail.com
3100,2754090,DELHI,GOVT BOYS SR SEC SCHOOL NO 2,R K SHARMA,Senior Secondary,31/03/2019,"BADARPUR NEW DELHI ,110044","011 ,26894530",vasantkunjcoed@gmail.com
3101,2754093,DELHI,govt boys sr sec school no 2,SHAMI AHMED KHAN,Senior Secondary,31/03/2019,"molar band new delhi ,110044","011 ,26662452",gbsss2057@gmail.com
3102,2754111,DELHI,govt boys sr sec school no 3,Dr Shashi Bhushan Kuamr,Senior Secondary,31/03/2019,"tughlakabad extn new delhi ,110019","011 ,29981998",shashibhushan2727@gmail.com
3103,2754110,DELHI,GOVT BOYS SR SEC SCHOOL NO 3,BALJIT SINGH,Senior Secondary,31/03/2018,"BADAR PUR NEW DELHI ,110044","011 ,29941856",baljitsingh1960@gmail.com
3104,2756058,DELHI,GOVT BOYS SR SEC SCHOOL NO I,KAILASH CHAND NAGAR,Senior Secondary,31/03/2019,"PUNJABI BAGH NEW DELHI ,110026","011 ,25224429",kcnagar1@gmail.com
3105,2756032,DELHI,govt boys sr sec school no-1,SANJEEV KUMAR,Senior Secondary,31/03/2019,"c-block janakpuri new delhi ,110058","011 ,25599569",sanjeev.gupta644@gmail.com
3106,2754054,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,MAHESH CHANDRA,Senior Secondary,31/03/2019,"SECTOR-III R K PURAM NEW DELHI ,110022","011 ,26179071",chandramahesh884@gmail.com
3107,2756048,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,AKHILESH KUMAR KANAUJIA,Senior Secondary,31/03/2019,"RAJOURI GARDEN EXTENSION NEW DELHI ,110027","011 ,25193279",1515006z15@gmail.com
3108,2756069,DELHI,govt boys sr sec school no-1,DAVENDRA MOHAN,Senior Secondary,31/03/2018,"sagarpur new delhi ,110046","011 ,28524502",MOHANDAVENDRA@GMAIL.COM
3109,2750054,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,RAKESH KUMAR SOROT,Senior Secondary,31/03/2018,"SHAKTI NAGAR DELHI ,110007","011 ,23841621",rakeshsorot@gmail.com
3110,2754033,DELHI,govt boys sr sec school no-1,HARI DAS MEENA,Senior Secondary,31/03/2018,"sect iv dr. ambedkar nagar new delhi ,110062","011 ,26055816",hdmeena65@rediffmail.com
3111,2750037,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,RAJENDER KUMAR GAUTAM,Senior Secondary,31/03/2016,"KESHAV PURAM DELHI ,110035","011 ,27194992",gautamrk83@yahoo.com
3112,2754021,DELHI,govt boys sr sec school no-1,AMAN SINGH CHAUHAN,Senior Secondary,31/03/2019,"kidwai nagar new delhi ,110023","011 ,24625144",aman.humanist@gmail.com
3113,2756030,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,R P SINGH,Senior Secondary,31/03/2008,"B-BLOCK JANAKPURI NEW DELHI ,110058","011 ,25593414",
3114,2750051,DELHI,GOVT BOYS SR SEC SCHOOL NO-1,RAM SINGH,Senior Secondary,31/03/2018,"ROOP NAGAR DELHI ,110007","011 ,23844591",rsingh110094@gmail.com
3115,2758039,DELHI,govt boys sr sec school no-1,HAROON RASHID GILANI,Senior Secondary,31/03/2019,"g t b nagar delhi ,110009","011 ,27658734",1309008hos@gmail.com
3116,2756052,DELHI,govt boys sr sec school no-1,sh satya vir singh,Senior Secondary,31/03/2007,"moti nagar new delhi ,110015","011 ,2500181",
3117,2756024,DELHI,govt boys sr sec school no-1,TOPHOO RAM VERMA,Senior Secondary,31/03/2019,"najafgarh new delhi ,110043","011 ,25321633",vermatr121@gmail.com
3118,2756025,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,RANBIR SINGH BENIWAL,Senior Secondary,31/03/2018,"NAJAFGARH NEW DELHI ,110043","011 ,65655444",RAJ1961W@GMAIL.COM
3119,2756097,DELHI,govt boys sr sec school no-2,DHARAM RAJ MEENA,Senior Secondary,31/03/2019,"sagarpur new delhi ,110046","011 ,28521335",drm19870074@gmail.com
3120,2750052,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,J P S TOMAR,Senior Secondary,31/03/2019,"ROOP NAGAR DELHI ,110007","011 ,23840538",jpstomar22@gmail.com
3121,2754028,DELHI,govt boys sr sec school no-2,DR GOPAL KRISHAN,Senior Secondary,31/03/2016,"kalkaji new delhi ,110019","011 ,26431430",gopalduggal64@gmail.com
3122,2750055,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,T.S.SRIVASTAVA,Senior Secondary,31/03/2007,"SHAKTI NAGAR DELHI ,110007","011 ,27451646",
3123,2756071,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,B C CHHIMWAL,Senior Secondary,31/03/2004,"PUNJABI BAGH NEW DELHI ,110026",",25416745",
3124,2754055,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,N S NEGI,Senior Secondary,31/03/2003,"SECTOR-III R K PURAM NEW DELHI ,110022",",26179071",
3125,2756100,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,A S CHANHAN,Senior Secondary,31/03/2005,"MADIPUR NEW DELHI ,110063",",25453959",
3126,2754018,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,SH J.P.SINGH,Senior Secondary,31/03/1999,"LODHI ROAD THYAGRAJ NAGAR NEW DELHI ,110003",",24617498",
3127,2750038,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,SUKHBIR SINGH DAHIYA,Senior Secondary,31/03/2019,"KESHAV PURAM DELHI ,110035","011 ,27193562",ssdahiya1964@gmail.com
3128,2758017,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,RAM KUNWAR,Senior Secondary,31/03/2020,"(HINDI MEDIUM) JAMA MASJID DELHI ,110006","011 ,23274365",1ramkunwar1960@gmail.com
3129,2754034,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,KRISHAN SWAROOP,Senior Secondary,31/03/2013,"SECTOR IV DR.AMBEDKAR NAGAR NEW DELHI ,110062","011 ,29962385",1923009anr@gmail.com
3130,2750003,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,KAMLESH CHAND GUPTA,Senior Secondary,31/03/2020,"MODEL TOWN DELHI ,110009","011 ,27113430",1309011hos@gmail.com
3131,2754039,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,HANSRAJ MEENA,Senior Secondary,31/03/2018,"MEHRAULI NEW DELHI ,110030","011 ,26646788",hansrajmeenavp@gmail.com
3132,2750036,DELHI,GOVT BOYS SR SEC SCHOOL NO-2,JEET SINGH,Senior Secondary,31/03/2023,"SHAKURPUR DELHI ,110034","011 ,27190517",1411011gbsss@gmail.com
3133,2754076,DELHI,GOVT BOYS SR SEC SCHOOL NO-3,Shailesh Sharma,Senior Secondary,31/03/2018,"SECTOR IV DR.AMBEDKAR NAGAR NEW DELHI ,110062","011 ,26057957",1923065dan@gmail.com
3134,2754048,DELHI,govt boys sr sec school no-3,SANSARI LAL SHARMA,Senior Secondary,31/03/2018,"sarojini nagar new delhi ,110023","011 ,24671774",sari.sharma55@gmail.com
3135,2754141,DELHI,govt boys sr sec school no-3,suresh kashyap,Senior Secondary,31/03/2019,"molar band, new delhi ,110044","011 ,26667260",gbsss3mb1925399@gmail.com
3136,2752019,DELHI,GOVT BOYS SR SEC SCHOOL NO-3,LALIT KUMAR AGGARWAL,Senior Secondary,31/03/2017,"BHOLA NATH NAGAR SHAHDARA DELHI ,110032","011 ,22388527",1001010hos@gmail.com
3137,2754049,DELHI,GOVT BOYS SR SEC SCHOOL NO-4,HITENDER YADAV,Senior Secondary,31/03/2019,"SAROJINI NAGAR NEW DELHI ,110023","011 ,26872022",hitender777@gmail.com
3138,2750067,DELHI,GOVT BOYS SR SEC SCHOOL NO. 2,B B GUPTA,Senior Secondary,31/03/2021,"ADARSH NAGAR DELHI ,110033","011 ,27676471",1309125HOS@GMAIL.COM
3139,2750002,DELHI,GOVT BOYS SR SEC SCHOOL NO.1,NAVEEN YADAV,Senior Secondary,31/03/2018,"MODEL TOWN DELHI ,110009","011 ,27456108",1309010hos@gmail.com
3140,2754072,DELHI,govt boys sr sec school no.1,PURAN LAL TEWATIA,Senior Secondary,31/03/2018,"khanpur new delhi ,110062","011 ,29968874",p.l.tewatia@gmail.com
3141,2756007,DELHI,govt boys sr sec school no.1,RAM KISHORE DUBEY,Senior Secondary,31/03/2018,"samalka new delhi ,110037","011 ,25063996",ramkishoredubey@gmail.com
3142,2754006,DELHI,govt boys sr sec school no.1,NIRANJAN PRASAD SHARMA,Senior Secondary,31/03/2020,"badarpur new delhi ,110044","011 ,26975489",sharmanp1962@gmail.com
3143,2754105,DELHI,GOVT BOYS SR SEC SCHOOL No.2,AMAR SINGH,Senior Secondary,31/03/2018,"TUGHLAKABAD EXTN NEW DELHI ,110019","011 ,29991537",gbsssno2tkdextn@gmail.com
3144,2756123,DELHI,govt boys sr sec school no.3,PAWAN KUMAR,Senior Secondary,31/03/2020,"najafgarh new delhi ,110043","011 ,25324944",pawankumar1961@gmail.com
3145,2758030,DELHI,GOVT BOYS SR SEC SCHOOL(IIND SHIFT),SH SURAJ PRAKASH SILOKI,Senior Secondary,31/03/2020,"NEW ROHTAK ROAD NEW DELHI ,110005","011 ,28711536",gbsss2128006@gmail.com
3146,2752095,DELHI,govt boys sr. sec school,MAHAVIR SINGH,Senior Secondary,31/03/2018,"joshi colony mandawli delhi ,110092","011 ,22479029",1002181hos@gmail.com
3147,2752071,DELHI,govt boys sr. sec sch no-2,B K GUPTA,Senior Secondary,31/03/2017,"new seelam pur delhi ,110053","011 ,22199780",gbsss.ns2@gmail.com
3148,2750112,DELHI,GOVT BOYS SR. SEC SCHOOL,PARAM SUKH DEV,Senior Secondary,31/03/2018,"AZAD PUR COLONY DELHI ,110033","011 ,27126265",paramsukhdev@gmail.com
3149,2754108,DELHI,GOVT BOYS SR. SEC SCHOOL,ANIL KUMAR KISPOTTA,Senior Secondary,31/03/2020,"J BLOCK SAKET NEW DELHI ,110017","011 ,26850264",KISPOTTAANILKUMAR787@GMAIL.COM
3150,2758050,DELHI,GOVT BOYS SR. SEC SCHOOL,RAMESH KUMAR MISHRA,Senior Secondary,31/03/2021,"PH II NANGLOI DELHI ,110041","011 ,25185005",GBSSS1617024@GMAIL.COM
3151,2752103,DELHI,GOVT BOYS SR. SEC SCHOOL,SANJEEV KUMAR,Senior Secondary,31/03/2019,"BRAHAMPURI DELHI ,110053","011 ,22568633",vibhorsanjeev@gmail.com
3152,2758049,DELHI,govt boys sr. sec school,ANIL KUMAR,Senior Secondary,31/03/2018,"ph i nangloi delhi ,110041","011 ,25479521",SCHOOLID1617025@YAHOO.COM
3153,2752080,DELHI,govt boys sr. sec school,LOKESH KUMAR,Senior Secondary,31/03/2019,"vijay park maujpur delhi ,110053","011 ,22915005",lokesh30aggarwal@yahoo.com
3154,2750110,DELHI,GOVT BOYS SR. SEC SCHOOL,RUPENDRA TRIGUNAYAT,Senior Secondary,31/03/2019,"NATHU PURA DELHI ,110084","011 ,27619045",gbsssnathupura1207110@gmail.com
3155,2752089,DELHI,GOVT BOYS SR. SEC SCHOOL,OM PAL SINGH,Senior Secondary,31/03/2020,"KALYAN PURI DELHI ,110091","011 ,22789423",singhompal0@gmail.com
3156,2754095,DELHI,GOVT BOYS SR. SEC SCHOOL,KIRAN BAGE,Senior Secondary,31/03/2019,"G BLOCK SAKET NEW DELHI ,110017","011 ,26568666",kiran.bage7@gmail.com
3157,2752087,DELHI,GOVT BOYS SR. SEC SCHOOL,GHANSHYAM SINGH VERMA,Senior Secondary,31/03/2021,"KHAJOORI KHAS DELHI ,110094","011 ,22969744",gs19669744@gmail.com
3158,2752097,DELHI,govt boys sr. sec school,Mohan Singh Pankholi,Senior Secondary,31/03/2018,"new usman pur,gautam puri delhi ,110053","011 ,22184768",mohansinghpankholi@gmail.com
3159,2756138,DELHI,govt boys sr. sec school,MISHRI LAL,Senior Secondary,31/03/2020,"kg 1/ii vikas puri new delhi ,110018","011 ,25544371",vikaspuri1618015@gmail.com
3160,2758026,DELHI,GOVT BOYS SR. SEC SCHOOL,MAHENDRA PAL SINGH,Senior Secondary,31/03/2018,"BELA ROAD DARYAGANJ NEW DELHI ,110002","011 ,23289053",mpsingh1039@gmail.com
3161,2756107,DELHI,govt boys sr. sec school,KARAN SINGH,Senior Secondary,31/03/2019,"raj nagar ii extn. palam colony new delhi ,110045","011 ,25364157",rajnagar1821003@yahoo.com
3162,2750118,DELHI,govt boys sr. sec school,PRAMOD KUMAR,Senior Secondary,31/03/2020,"libas pur delhi ,110042","011 ,2781861",gbss.libaspur@gmail.com
3163,2750100,DELHI,govt boys sr. sec school,Suraj Bhan Jangala,Senior Secondary,31/03/2020,"palla mazra delhi ,110036","011 ,27722016",gbsspallamajra36@gmail.com
3164,2756104,DELHI,govt boys sr. sec school (ii shift),SHIV LAL MEENA,Senior Secondary,31/03/2018,"naraina new delhi ,110028","011 ,25774079",gbss1720010@gmail.com
3165,2754092,DELHI,govt boys sr. sec school no 2,RAKESH KUMAR SHARMA,Senior Secondary,31/03/2018,"railway colony tuglakabad new delhi ,110044","011 ,26361881",
3166,2750106,DELHI,govt boys sr. sec school no-2,RAJVIR,Senior Secondary,31/03/2020,"avantika sect i rohini delhi ,110085","011 ,27510913",1413019zone13@gmail.com
3167,2756179,DELHI,"govt boys sr. sec school, no-2",NARENDER KUMAR YADAV,Senior Secondary,31/03/2017,"samalkha, new delhi-110037 ,","011 ,25060315",nkyadav1958@gmail.com
3168,2752091,DELHI,GOVT BOYS SR. SEC. SCHOOL,SATISH KUMAR,Senior Secondary,31/03/2019,"KARAWAL NAGAR DELHI ,110094","011 ,22935216",sat101171@gmail.com
3169,2754131,DELHI,govt boys sr. sec. school,R R MEENA,Senior Secondary,31/03/2018,"tekhand, delhi-110020 ,110020","011 ,26816591",ROOP.MEENA22@YAHOO.COM
3170,2754134,DELHI,govt boys sr. sec. school,BONIFACE EKKA,Senior Secondary,31/03/2020,"dera vill., delhi-110074 ,110074","011 ,26652214",saraswal1986@gmail.com
3171,2754133,DELHI,govt boys sr. sec. school,KESAV KARAN DEO,Senior Secondary,31/03/2017,"tejpur, pahari, badarpur, new delhi-110044 ,110044","011 ,29891621",gbsss.tajpurpahari@yahoo.com
3172,2756127,DELHI,govt boys sr. sec. school,HARMESH KUMAR,Senior Secondary,31/03/2020,"begumpur delhi ,110041","011 ,27581911",harmeshkumar14761@gmail.com
3173,2754132,DELHI,govt boys sr. sec. school,DR RAJVEER,Senior Secondary,31/03/2021,"mandi village, new delhi-110047 ,110047","011 ,26651901",rajveerkhari1970@gmail.com
3174,2750163,DELHI,govt boys sr. sec. school,SANDEH SINGH,Senior Secondary,31/03/2020,"pocket-2, sect-a6, narela, delhi ,110040","011 ,27782178",boys1310430@gmail.com
3175,2754099,DELHI,govt boys sr. sec. school no 3,BANI PRASAD MEENA,Senior Secondary,31/03/2020,"iind shift sect -5 dr. ambedkar nagar new delhi ,110062","011 ,29961112",WWW.GOVBSSNO3@GMAIL.COM
3176,2750063,DELHI,govt boys sr.sec school,YOGESH KUMAR,Senior Secondary,31/03/2018,"j j colony wazirpur delhi ,110052","011 ,27308262",1411022@gmail.com
3177,2756081,DELHI,govt boys sr.sec school,sh p.n.nagpal,Senior Secondary,31/03/2020,"shadi khampur new delhi ,110008","011 ,25707156",gsbvmotinagar@rediffmail.com
3178,2756091,DELHI,GOVT BOYS SR.SEC SCHOOL,DR INDAL SINGH,Senior Secondary,31/03/2019,"PREM NAGAR NEW DELHI ,110008","011 ,25875525",roormalmeena@gmail.com
3179,2752042,DELHI,GOVT BOYS SR.SEC SCHOOL,RAKESH KUMAR,Senior Secondary,31/03/2020,"WEST JYOTI NAGAR SHAHDARA DELHI ,110094","011 ,22803315",GBSSSW@YAHOO.COM
3180,2754113,DELHI,govt boys sr.sec school,NAMOLAL MEENA,Senior Secondary,31/03/2018,"harkesh nagar new delhi ,110020","011 ,26382215",namolalmeena9161@gmail.com
3181,2752041,DELHI,govt boys sr.sec school no-2,RAJ VIR SINGH,Senior Secondary,31/03/2018,"ghonda delhi ,110053","011 ,22185545",singhrajvir942@gmail.com
3182,2752104,DELHI,GOVT CO ED SEC SCHOOL,K P SINGH,Secondary School,31/03/2006,"C BLOCK KRISHN NAGAR DELHI ,110051",",22003688",
3183,2754098,DELHI,GOVT CO EDU SEC SCHOOL,VIJAY KUMAR,Secondary School,31/03/2009,"NANGAL DEWAT NEW DELHI ,110037",",",
3184,2754101,DELHI,govt co edu sec school,PUSHPA EKKA,Secondary School,31/03/2019,"neb sarai new delhi ,110068","011 ,29533530",1923031nebsarai@gmail.com
3185,2760071,DELHI,govt co edu sr sec school,SAYYED AHMED SALMANI,Senior Secondary,31/03/2019,"mangol pur kalan delhi ,110083","011 ,27917190",ahmed1966@gmail.com
3186,2750129,DELHI,govt co edu sr. secondary school,SAT PARKASH SAHRAWAT,Senior Secondary,31/03/2016,"village ghoga near bawana delhi ,110039","011 ,27285171",spsahrawat26@gmail.com
3187,2756183,DELHI,govt co education sarvodaya vidyalaya,HARKESH,Senior Secondary,31/03/2021,"dichaon kalan, new delhi-110043 ,110043","011 ,65072262",gsvdk262@gmail.com
3188,2756184,DELHI,govt co education secondary school,JASH RAM MEENA,Secondary School,31/03/2021,"sec-16a dwarka new delhi 78 ,110075","011 ,64552542",jsmeena303@gmail.com
3189,2756152,DELHI,govt co educaton sr.secondary school,ASHOK KUMAR YADAV,Senior Secondary,31/03/2019,"bamnoli near bijwasan new delhi ,110077","011 ,25314900",1821039bamnoli@gmail.com
3190,2756150,DELHI,GOVT CO-ED SR SEC SCHOOL,SAVITA MIGLANI,Senior Secondary,31/03/2011,"BINDAPUR EXTN DELHI ,110059","011 ,25633247",MIGLANISAVITA17@GMAIL.COM
3191,2752098,DELHI,GOVT CO-ED SEC SCHOOL,Nanak Chand,Secondary School,31/03/2016,"I P EXTN PATPARGANJ DELHI ,110092","011 ,22233138",nanakchand86@gmail.com
3192,2756086,DELHI,GOVT CO-ED SEC SCHOOL,SHIV CHARAN MEENA,Secondary School,31/03/2017,"NANAKHERI NEW DELHI ,110071","011 ,25319929",scmeenaisonline@gmail.com
3193,2756147,DELHI,GOVT CO-ED SEC SCHOOL,GIIRIJESH KUMAR MISHRA,Secondary School,31/03/2021,"RAJAPUR KHURD NEW DELHI ,110059","011 ,25372501",gkmishra.ballia@gmail.com
3194,2758007,DELHI,govt co-ed sec school,GAURI SHANKAR,Secondary School,31/03/2017,"sushila mohan marg, naya bazar, delhi ,110006","011 ,23931535",gauriachlashankar@gmail.com
3195,2750165,DELHI,govt co-ed sec school,RAJ KUMAR,Senior Secondary,01/03/2023,"sultanpur, majra, delhi ,110086","011 ,25961414",KUMAR2001RAJ@YAHOO.COM
3196,2752109,DELHI,GOVT CO-ED SEC SCHOOL,SATISH KUMAR,Secondary School,31/03/2018,"BLOCK - 2 GEETA COLONY DELHI ,110031","011 ,22531437",1003202hos@gmail.com
3197,2750004,DELHI,GOVT CO-ED SEC SCHOOL,YOGESH AGARWAL,Senior Secondary,31/03/2017,"GOPAL PARK AZAD PUR DELHI ,110033","011 ,27682997",yogeshagarwal523@gmail.com
3198,2752093,DELHI,govt co-ed sec school,TARA CHAND,Secondary School,31/03/2021,"west azad nagar delhi ,110051","011 ,22002711",hoswan110094@gmail.com
3199,2756112,DELHI,GOVT CO-ED SEC SCHOOL,MR S BAJAJ,Secondary School,31/03/2003,"PEERA GARHI CAMP DELHI ,110056",",",
3200,2756144,DELHI,GOVT CO-ED SECONDARY SCHOOL,MANJU GUPTA,Secondary School,31/03/2018,"MAHAVIR ENCLAVE NEW DELHI ,110045","011 ,25032916",1821136@gmail.com
3201,2756109,DELHI,GOVT CO-ED SR SEC SCHOOL,NARENDRA KUMAR,Senior Secondary,31/03/2020,"A-6 PASCHIM VIHAR NEW DELHI ,110063","011 ,25251044",pva61617032@GMAIL.COM
3202,2756085,DELHI,govt co-ed sr sec school,SANJEEV KUMAR YADAV,Senior Secondary,31/03/2019,"rawta new delhi ,110073","0 ,9811233100",s.kumaryadav@yahoo.com
3203,2756075,DELHI,govt co-ed sr sec school,SATYAWATI,Senior Secondary,31/03/2019,"bakkarwala delhi ,110041","011 ,28341985",satya62wati@gmail.com
3204,2754094,DELHI,GOVT CO-ED SR SEC SCHOOL,OM PRAKASH,Senior Secondary,31/03/2019,"SANJAY COLONY BHATI MINES NEW DELHI ,110074","011 ,26652223",opsumera@gmail.com
3205,2764007,DELHI,GOVT CO-ED SR SEC SCHOOL,ARCHNA NIGAM,Senior Secondary,31/03/2019,"LAJPAT NAGAR-I NEW DELHI ,110024","011 ,29818763",archnanigam2017@gmail.com
3206,2756113,DELHI,govt co-ed sr sec school,RANBIR SINGH BENIWAL,Senior Secondary,31/03/2015,"baprola new delhi ,110043","011 ,25325673",raj1961w@gmail.com
3207,2750084,DELHI,GOVT CO-ED SR SEC SCHOOL,RAJEEV KUMAR,Senior Secondary,31/03/2018,"MUKHMELPUR DELHI ,110036","011 ,27202481",rajeevkr1966@gmail.com
3208,2756094,DELHI,govt co-ed sr sec school,VINOD KUMAR SHARMA,Senior Secondary,31/03/2017,"pochanpur new delhi ,110045","011 ,28052133",V.K.SHARMA2199@GMAIL.COM
3209,2756019,DELHI,GOVT CO-ED SR SEC SCHOOL,DR A K KAUSHAL,Senior Secondary,31/03/2008,"ISSAPUR NEW DELHI ,110073",",25508516",
3210,2756119,DELHI,GOVT CO-ED SR SEC SCHOOL,B L SETHI,Senior Secondary,31/03/2009,"B BLOCK VIKAS PURI NEW DELHI ,110018",",",
3211,2764012,DELHI,GOVT CO-ED SR SEC SCHOOL,N BHATIA - V.P.,Senior Secondary,31/03/2017,"LODHI ROAD NEW DELHI ,\11000",",24646209",
3212,2756149,DELHI,govt co-ed sr sec school,RITU PURI,Senior Secondary,31/03/2017,"sect vi dwarka pappan kalan new delhi ,110075","011 ,25080096",RITU.PURI123@GMAIL.COM
3213,2756117,DELHI,govt co-ed sr sec school,DINESH KUMAR,Senior Secondary,31/03/2021,"malikpur new delhi ,110073","011 ,25318325",kumardineshvp@gmail.com
3214,2756132,DELHI,govt co-ed sr sec school,SHASHI KANT SINGH,Senior Secondary,31/03/2021,"sect ii dwarka (papankalan) new delhi ,110075","011 ,25088033",psysky2009@gmail.com
3215,2756110,DELHI,GOVT CO-ED SR SEC SCHOOL,RAM CHANDRA RODIWAL,Senior Secondary,31/03/2019,"KAJIPUR NEW DELHI NEW DELHI ,110073","011 ,25313800",rodiwal.r.c@gmail.com
3216,2756016,DELHI,govt co-ed sr sec school,Purushottam Meena,Senior Secondary,31/03/2018,"khera dabar new delhi ,110073","011 ,28010581",psmeena1972@gmail.com
3217,2756096,DELHI,govt co-ed sr sec school,DR FATEH SINGH,Senior Secondary,31/03/2018,"jhatikara new delhi ,110043","011 ,65888088",gcoedjht@gmail.com
3218,2752083,DELHI,govt co-ed sr sec school,AJAY KUMAR,Senior Secondary,31/03/2017,"chilla village delhi ,110091","011 ,22717275",tomar.ajay2010@gmail.com
3219,2756082,DELHI,govt co-ed sr sec school,BHOOR SINGH,Senior Secondary,31/03/2019,"jaffar pur kalan new delhi ,110073","011 ,25318218",GSVJAFFARPUR@YAHOO.COM
3220,2756120,DELHI,GOVT CO-ED SR. SEC SCHOOL,CHARU JAIN,Senior Secondary,31/03/2018,"PUNJABI BASTI NANGLOI BEHIND S P ROAD DELHI ,110041","011 ,25962573",charu2810@gmail.com
3221,2750111,DELHI,GOVT CO-ED SR. SEC SCHOOL,NARENDER KUMAR,Senior Secondary,31/03/2018,"SECTOR XI ROHINI DELHI ,110085","011 ,27571598",1413023zone13@gmail.com
3222,2754100,DELHI,GOVT CO-ED SR. SEC SCHOOL,ALKA SETHI,Senior Secondary,31/03/2016,"NEHRU NAGAR NEW DELHI ,110065","011 ,29834581",sethialka60@gmail.com
3223,2752099,DELHI,govt co-ed sr. sec school,KARAN SINGH KALSHYAN,Senior Secondary,31/03/2020,"e block west vinod nagar delhi ,110092","011 ,22479034",1002180HOS@GMAIL.COM
3224,2760070,DELHI,govt co-ed sr. sec school,BINDIYA DHINGRA,Senior Secondary,31/03/2019,"sainik vihar delhi ,110034","011 ,27015176",
3225,2750064,DELHI,GOVT CO-ED SR. SEC SCHOOL,ISHWAR SINGH VERMA,Senior Secondary,31/03/2018,"BHORGARH DELHI ,110040","011 ,27782244",
3226,2750105,DELHI,govt co-ed sr. sec school,AJAB SINGH RANA,Senior Secondary,31/03/2019,"barwala delhi ,110039","011 ,27822923",mailsforbarwala@gmail.com
3227,2762080,DELHI,govt co-ed sr.sec school,ASHOK KUMAR YADAV,Senior Secondary,31/03/2019,"shiv puri delhi ,110051","011 ,22056169",1003205hos@gmail.com
3228,2750082,DELHI,govt co-ed sr.sec school,RAJBIR SINGH,Senior Secondary,31/03/2018,"nizampur delhi ,110081","011 ,25951044",1413009zone13@gmail.com
3229,2766038,DELHI,GOVT CO-ED. SR. SEC SCHOOL,HARI KRISHAN,Senior Secondary,31/03/2020,"(INDUSTRIAL AREA) KARAMPURA NEW DELHI ,110015","011 ,25455229",school1516068@yahoo.com
3230,2760066,DELHI,"Govt Co-ed. Sr. SEc. School,",SHUBHRA TALWAR,Senior Secondary,31/03/2017,"Tri Nagar, Delhi- 110035 ,110035","011 ,27395482",gcoed1411037@gmail.com
3231,2758044,DELHI,govt co-edn sr sec school,MOHINDER SINGH SANGWAN,Senior Secondary,31/03/2018,"kavita colony nangloi delhi ,110041","011 ,25484483",SCHOOL1617004@YAHOO.COM
3232,2756103,DELHI,GOVT CO-EDN SR SEC SCHOOL,JAI KISHOR SHARMA,Senior Secondary,31/03/2020,"KANGAN HERI NEW DELHI ,110071","011 ,25319800",kanganherischool@gmail.com
3233,2756134,DELHI,govt co-edu sec school,RATTAN KUMAR,Secondary School,31/03/2020,"vikas nagar new delhi ,110059","011 ,25373356",vpvn1618067@gmail.com
3234,2750122,DELHI,GOVT CO-EDU SR SEC SCHOOL,ASHISH KUMAR,Senior Secondary,31/03/2019,"HOLAMBI KALAN DELHI ,110082","011 ,27700747",karanashish1973@gmail.com
3235,2754114,DELHI,GOVT CO-EDUCATION SEC SCHOOL NO 3,,Secondary School,31/03/2008,"BAMNOLI NEAR BISHWASAN NEW DELHI ,110045",",",
3236,2756121,DELHI,GOVT CO-EUCATION SR.SEC.SCHOOL,SURAJ KAUR,Senior Secondary,31/03/2018,"SHAHBAD DAIRY DELHI. ,110042","011 ,27822575",Shahbad1310025@gmail.com
3237,2750119,DELHI,GOVT CO.EDU SR SEC SCHOOL,RAJNI,Senior Secondary,31/03/2021,"SECTOR 15 ROHINI DELHI ,110085","011 ,27893155",rajniharish61@gmail.com
3238,2756137,DELHI,govt coed sec school,INDU PURI,Secondary School,31/03/2017,"f block vikas puri new delhi ,110018","011 ,28531423",1618016VP@gmail.com
